chrom	start	end	sample	hap_index	S*_start	S*_end	post_null	post_src1	post_src2
21	41360000	41410000	NA06985	2	41390179	41408711	0.99999941	1.6e-07	4.3e-07
21	42180000	42230000	NA06985	1	42193929	42206105	0.99999102	5.64e-06	3.33e-06
21	42190000	42240000	NA06985	1	42193929	42206105	0.99999102	5.64e-06	3.33e-06
21	42220000	42270000	NA06985	1	42255459	42269076	0.99999857	2.3e-07	1.2e-06
21	42230000	42280000	NA06985	1	42255459	42271576	0.99999861	2.5e-07	1.14e-06
21	42340000	42390000	NA06985	1	42345535	42356792	0.99999911	1.8e-07	7e-07
21	42360000	42410000	NA06985	1	42393095	42404438	0.99999407	2.02e-06	3.9e-06
21	42370000	42420000	NA06985	1	42393095	42404438	0.99999407	2.02e-06	3.9e-06
21	42390000	42440000	NA06985	2	42424181	42437464	0.99999957	1.3e-07	3e-07
21	42700000	42750000	NA06985	2	42729837	42746568	0.99999804	5.2e-07	1.44e-06
21	42750000	42800000	NA06985	2	42757620	42771434	0.9999993	1.9e-07	5.1e-07
21	42930000	42980000	NA06985	1	42936912	42950842	0.99999292	2.22e-06	4.86e-06
21	42990000	43040000	NA06985	2	43026920	43036969	0.99999447	1.58e-06	3.94e-06
21	43000000	43050000	NA06985	2	43026920	43040821	0.99999802	6.4e-07	1.33e-06
21	43010000	43060000	NA06985	2	43026920	43040821	0.99999802	6.4e-07	1.33e-06
21	43020000	43070000	NA06985	2	43026920	43040821	0.99999802	6.4e-07	1.33e-06
21	43030000	43080000	NA06985	1	43039395	43052633	0.99999928	2.3e-07	4.9e-07
21	43030000	43080000	NA06985	2	43030133	43040821	0.99999796	7.1e-07	1.33e-06
21	43110000	43160000	NA06985	1	43147374	43159050	0.99999888	4.5e-07	6.6e-07
21	43150000	43200000	NA06985	2	43169045	43190780	0.99999857	4e-07	1.03e-06
21	43160000	43210000	NA06985	2	43169045	43190780	0.99999857	4e-07	1.03e-06
21	43290000	43340000	NA06985	2	43305463	43319784	0.9999984	6.6e-07	9.4e-07
21	43390000	43440000	NA06985	2	43397780	43416670	0.99999814	4.6e-07	1.39e-06
21	43510000	43560000	NA06985	2	43531392	43547612	0.99999924	1.8e-07	5.8e-07
21	43520000	43570000	NA06985	2	43531392	43547612	0.99999924	1.8e-07	5.8e-07
21	43530000	43580000	NA06985	2	43531392	43547612	0.99999924	1.8e-07	5.8e-07
21	43880000	43930000	NA06985	2	43880001	43895384	0.99999926	2.3e-07	5.1e-07
21	44310000	44360000	NA06985	2	44325381	44343375	0.99999762	6.3e-07	1.75e-06
21	44340000	44390000	NA06985	1	44345369	44362015	0.99999879	3.5e-07	8.7e-07
21	44470000	44520000	NA06985	1	44480115	44496941	0.99999882	4.3e-07	7.4e-07
21	44620000	44670000	NA06985	2	44620264	44632129	0.99999736	6.9e-07	1.95e-06
21	44790000	44840000	NA06985	2	44807375	44824192	0.99999718	5.8e-07	2.24e-06
21	44830000	44880000	NA06985	2	44863777	44877988	0.99999877	4.8e-07	7.4e-07
21	45010000	45060000	NA06985	2	45033971	45051757	0.99999726	1.13e-06	1.61e-06
21	45650000	45700000	NA06985	2	45650913	45669344	0.99999921	2.2e-07	5.7e-07
21	45710000	45760000	NA06985	2	45724827	45746293	0.99999932	2.4e-07	4.3e-07
21	45720000	45770000	NA06985	2	45724827	45746293	0.99999932	2.4e-07	4.3e-07
21	45800000	45850000	NA06985	2	45837224	45849135	0.99999934	1.8e-07	4.8e-07
21	46160000	46210000	NA06985	2	46191447	46203288	0.99999826	6e-07	1.15e-06
21	46170000	46220000	NA06985	2	46191447	46203288	0.99999826	6e-07	1.15e-06
21	46970000	47020000	NA06985	2	46996846	47018542	0.99999849	4.2e-07	1.1e-06
21	47210000	47260000	NA06985	1	47240678	47251169	0.99999916	2.1e-07	6.2e-07
21	47230000	47280000	NA06985	1	47240678	47251169	0.99999916	2.1e-07	6.2e-07
21	47420000	47470000	NA06985	1	47444879	47460615	0.99999883	4.3e-07	7.4e-07
21	47570000	47620000	NA06985	1	47571175	47582880	0.99999905	2.7e-07	6.8e-07
21	47920000	47970000	NA06985	1	47952364	47962836	0.99999891	2.8e-07	8.2e-07
21	48030000	48080000	NA06985	1	48037148	48049518	0.99998183	1.45e-06	1.673e-05
21	15170000	15220000	NA06986	2	15201960	15216243	0.99999926	1.7e-07	5.7e-07
21	15640000	15690000	NA06986	1	15641411	15656277	0.99999897	3e-07	7.2e-07
21	15730000	15780000	NA06986	2	15755182	15777001	0.99999764	5e-07	1.86e-06
21	16060000	16110000	NA06986	1	16093071	16105202	0.99999894	3.6e-07	7e-07
21	16180000	16230000	NA06986	2	16216345	16229815	0.99983163	6.878e-05	9.958e-05
21	17280000	17330000	NA06986	2	17314193	17327135	0.99998295	4.42e-06	1.264e-05
21	17370000	17420000	NA06986	2	17398967	17416605	0.99999558	1.74e-06	2.68e-06
21	17390000	17440000	NA06986	1	17398632	17413464	0.99999582	1.05e-06	3.13e-06
21	17400000	17450000	NA06986	1	17403075	17413464	0.99999648	9.4e-07	2.58e-06
21	17570000	17620000	NA06986	2	17600451	17611953	0.99999712	1.56e-06	1.32e-06
21	17610000	17660000	NA06986	2	17610852	17623933	0.99999801	3.6e-07	1.63e-06
21	17710000	17760000	NA06986	1	17744361	17759486	0.99993382	1.34e-05	5.278e-05
21	17750000	17800000	NA06986	2	17760821	17775267	0.99999916	2.3e-07	6.1e-07
21	17760000	17810000	NA06986	2	17760821	17775267	0.99999916	2.3e-07	6.1e-07
21	18020000	18070000	NA06986	1	18050284	18066135	0.9999986	3.6e-07	1.03e-06
21	18110000	18160000	NA06986	1	18113064	18132805	0.99999905	2.7e-07	6.8e-07
21	18430000	18480000	NA06986	2	18438797	18454453	0.99999681	9.2e-07	2.27e-06
21	18440000	18490000	NA06986	1	18462068	18478694	0.99999938	1.6e-07	4.7e-07
21	18490000	18540000	NA06986	2	18515397	18534917	0.99999899	2e-07	8e-07
21	18810000	18860000	NA06986	1	18811548	18824403	0.9999995	1.2e-07	3.8e-07
21	19190000	19240000	NA06986	1	19221839	19236572	0.99999742	8.7e-07	1.7e-06
21	19390000	19440000	NA06986	2	19412337	19430935	0.99999306	1.16e-06	5.78e-06
21	19400000	19450000	NA06986	2	19412337	19430935	0.99999306	1.16e-06	5.78e-06
21	19410000	19460000	NA06986	2	19412337	19430935	0.99999306	1.16e-06	5.78e-06
21	19420000	19470000	NA06986	2	19420854	19430935	0.99999824	3.7e-07	1.39e-06
21	19690000	19740000	NA06986	1	19709443	19720601	0.99999238	5.5e-07	7.08e-06
21	19700000	19750000	NA06986	1	19709443	19720601	0.99999238	5.5e-07	7.08e-06
21	20340000	20390000	NA06986	1	20341237	20360139	0.999957	2.171e-05	2.13e-05
21	20690000	20740000	NA06986	2	20703610	20723562	0.99999837	3.9e-07	1.24e-06
21	20700000	20750000	NA06986	2	20703610	20723562	0.99999837	3.9e-07	1.24e-06
21	20780000	20830000	NA06986	2	20796300	20814882	0.99999882	3.1e-07	8.7e-07
21	21740000	21790000	NA06986	2	21776026	21789664	0.99999923	2.1e-07	5.6e-07
21	22170000	22220000	NA06986	1	22186388	22203055	0.99999849	4.6e-07	1.05e-06
21	22280000	22330000	NA06986	1	22292733	22304599	0.99999925	1.8e-07	5.7e-07
21	22980000	23030000	NA06986	1	23005412	23027205	0.9999963	4.4e-07	3.26e-06
21	23040000	23090000	NA06986	1	23062672	23076471	0.99999945	1.5e-07	3.9e-07
21	23080000	23130000	NA06986	2	23100907	23117358	0.99999281	6.7e-07	6.51e-06
21	23250000	23300000	NA06986	2	23250120	23267291	0.99999896	3.6e-07	6.7e-07
21	23260000	23310000	NA06986	1	23291775	23303509	0.9999995	1.4e-07	3.6e-07
21	23690000	23740000	NA06986	1	23723288	23734623	0.99999891	3.7e-07	7.2e-07
21	24670000	24720000	NA06986	2	24695869	24717686	0.99999466	9.9e-07	4.35e-06
21	24800000	24850000	NA06986	1	24821714	24840605	0.99999754	3.9e-07	2.07e-06
21	24900000	24950000	NA06986	1	24916720	24935111	0.99999365	1.95e-06	4.4e-06
21	25860000	25910000	NA06986	1	25893964	25905662	0.99999821	6.5e-07	1.13e-06
21	25870000	25920000	NA06986	1	25893964	25912943	0.99999817	6e-07	1.22e-06
21	25960000	26010000	NA06986	2	25967340	25991306	0.99999715	1.14e-06	1.7e-06
21	26160000	26210000	NA06986	1	26170517	26185415	0.99999755	6.3e-07	1.82e-06
21	26170000	26220000	NA06986	1	26170517	26185415	0.99999755	6.3e-07	1.82e-06
21	26180000	26230000	NA06986	1	26182957	26203402	0.99999936	2.1e-07	4.3e-07
21	26250000	26300000	NA06986	1	26280565	26296214	0.99999855	3.3e-07	1.12e-06
21	26320000	26370000	NA06986	1	26320017	26342883	0.99999629	4.8e-07	3.23e-06
21	26530000	26580000	NA06986	2	26558192	26576541	0.99999884	2.5e-07	9.1e-07
21	26540000	26590000	NA06986	2	26558192	26576541	0.99999884	2.5e-07	9.1e-07
21	26570000	26620000	NA06986	1	26572005	26586560	0.99999938	2.1e-07	4.1e-07
21	27170000	27220000	NA06986	2	27180839	27196828	0.99999722	6.8e-07	2.09e-06
21	27220000	27270000	NA06986	1	27227998	27242507	0.99998936	4.03e-06	6.61e-06
21	27230000	27280000	NA06986	1	27230671	27242507	0.99998931	4.13e-06	6.57e-06
21	27390000	27440000	NA06986	1	27419070	27436962	0.99996994	1.117e-05	1.888e-05
21	27400000	27450000	NA06986	1	27423547	27446432	0.99996344	9.63e-06	2.693e-05
21	27630000	27680000	NA06986	1	27663757	27674923	0.99999446	4.3e-07	5.11e-06
21	27640000	27690000	NA06986	1	27663757	27674923	0.99999446	4.3e-07	5.11e-06
21	27650000	27700000	NA06986	1	27663757	27674923	0.99999446	4.3e-07	5.11e-06
21	27660000	27710000	NA06986	1	27663757	27674923	0.99999446	4.3e-07	5.11e-06
21	27730000	27780000	NA06986	1	27763794	27778123	0.99999791	7e-07	1.39e-06
21	28240000	28290000	NA06986	1	28276542	28287478	0.99999922	1.5e-07	6.2e-07
21	28240000	28290000	NA06986	2	28276542	28287478	0.99999922	1.5e-07	6.2e-07
21	28320000	28370000	NA06986	2	28320289	28332351	0.99999829	4.8e-07	1.24e-06
21	28450000	28500000	NA06986	2	28479159	28490430	0.99999885	3.2e-07	8.2e-07
21	28460000	28510000	NA06986	2	28479159	28490430	0.99999885	3.2e-07	8.2e-07
21	28640000	28690000	NA06986	2	28670493	28684304	0.99999955	1.2e-07	3.4e-07
21	28690000	28740000	NA06986	1	28697929	28712418	0.99999274	5.5e-07	6.71e-06
21	28820000	28870000	NA06986	1	28830541	28847265	0.99999676	1.19e-06	2.06e-06
21	28850000	28900000	NA06986	1	28874329	28890333	0.99999833	4.1e-07	1.26e-06
21	28860000	28910000	NA06986	1	28874329	28890333	0.99999833	4.1e-07	1.26e-06
21	28960000	29010000	NA06986	1	28982067	28997065	0.99998756	4.55e-06	7.89e-06
21	28970000	29020000	NA06986	1	28982067	28997065	0.99998756	4.55e-06	7.89e-06
21	28980000	29030000	NA06986	1	28982067	28997065	0.99998756	4.55e-06	7.89e-06
21	29590000	29640000	NA06986	2	29591670	29613132	0.99998996	4.47e-06	5.57e-06
21	29800000	29850000	NA06986	1	29803555	29818763	0.9999977	1.08e-06	1.22e-06
21	29820000	29870000	NA06986	1	29852053	29868807	0.99999937	2e-07	4.4e-07
21	30260000	30310000	NA06986	2	30269162	30280016	0.99999164	4.51e-06	3.85e-06
21	30490000	30540000	NA06986	1	30519465	30537980	0.99999933	1.8e-07	4.9e-07
21	30490000	30540000	NA06986	2	30527999	30538174	0.99999943	1.6e-07	4.1e-07
21	31110000	31160000	NA06986	2	31135589	31151517	0.99999242	1.57e-06	6.02e-06
21	31400000	31450000	NA06986	1	31401956	31421658	0.99999848	2.5e-07	1.27e-06
21	32730000	32780000	NA06986	2	32744501	32762413	0.99999603	1.6e-06	2.37e-06
21	32740000	32790000	NA06986	2	32744501	32762413	0.99999603	1.6e-06	2.37e-06
21	32750000	32800000	NA06986	2	32751316	32762413	0.99998822	5.26e-06	6.52e-06
21	32840000	32890000	NA06986	2	32841153	32853452	0.99999907	3.3e-07	6e-07
21	33220000	33270000	NA06986	1	33245079	33263524	0.99998504	4.04e-06	1.092e-05
21	33310000	33360000	NA06986	2	33325825	33344184	0.99995278	2.403e-05	2.319e-05
21	33320000	33370000	NA06986	2	33325825	33344184	0.99995278	2.403e-05	2.319e-05
21	33420000	33470000	NA06986	2	33443299	33466246	0.99999912	2.5e-07	6.3e-07
21	33480000	33530000	NA06986	1	33507803	33528562	0.99999927	2.3e-07	5e-07
21	33480000	33530000	NA06986	2	33507803	33528562	0.99999917	2.1e-07	6.3e-07
21	33490000	33540000	NA06986	1	33507803	33528562	0.99999927	2.3e-07	5e-07
21	33490000	33540000	NA06986	2	33507803	33528562	0.99999917	2.1e-07	6.3e-07
21	33500000	33550000	NA06986	2	33507803	33528562	0.99999917	2.1e-07	6.3e-07
21	33830000	33880000	NA06986	2	33863246	33875359	0.99999381	1.88e-06	4.31e-06
21	34270000	34320000	NA06986	1	34291496	34309568	0.99999831	5.2e-07	1.17e-06
21	34280000	34330000	NA06986	1	34291496	34309568	0.99999831	5.2e-07	1.17e-06
21	34290000	34340000	NA06986	1	34291496	34309568	0.99999831	5.2e-07	1.17e-06
21	34300000	34350000	NA06986	2	34302571	34320475	0.99999792	6.6e-07	1.42e-06
21	34310000	34360000	NA06986	1	34340312	34354264	0.99999726	9e-07	1.84e-06
21	34340000	34390000	NA06986	1	34340312	34354264	0.99999726	9e-07	1.84e-06
21	34350000	34400000	NA06986	2	34379958	34393945	0.99999857	4.5e-07	9.7e-07
21	34450000	34500000	NA06986	2	34461381	34480001	0.99999734	6.5e-07	2.02e-06
21	34460000	34510000	NA06986	2	34461381	34480001	0.99999734	6.5e-07	2.02e-06
21	34510000	34560000	NA06986	1	34545377	34555503	0.9999985	5e-07	1e-06
21	34590000	34640000	NA06986	1	34601914	34620320	0.99999954	1.3e-07	3.3e-07
21	34600000	34650000	NA06986	1	34601914	34620320	0.99999954	1.3e-07	3.3e-07
21	34610000	34660000	NA06986	2	34611318	34632241	0.99999224	2.75e-06	5e-06
21	35260000	35310000	NA06986	1	35295709	35309015	0.99996763	8.84e-06	2.353e-05
21	35340000	35390000	NA06986	1	35344122	35355940	0.99999718	7.7e-07	2.04e-06
21	35380000	35430000	NA06986	1	35398402	35419944	0.99999841	3.1e-07	1.27e-06
21	35390000	35440000	NA06986	2	35425944	35439714	0.99999837	6.4e-07	9.9e-07
21	35510000	35560000	NA06986	2	35511410	35533203	0.99999121	2.1e-06	6.69e-06
21	35520000	35570000	NA06986	1	35552433	35566316	0.99999808	5.6e-07	1.37e-06
21	35520000	35570000	NA06986	2	35521682	35533203	0.99999061	3.22e-06	6.17e-06
21	35560000	35610000	NA06986	2	35583135	35601981	0.99999907	2.4e-07	7e-07
21	35570000	35620000	NA06986	2	35583135	35601981	0.99999907	2.4e-07	7e-07
21	35580000	35630000	NA06986	2	35583135	35601981	0.99999907	2.4e-07	7e-07
21	35800000	35850000	NA06986	1	35831628	35848710	0.99999899	3.4e-07	6.6e-07
21	35810000	35860000	NA06986	1	35831628	35852047	0.99999948	1.3e-07	3.9e-07
21	35860000	35910000	NA06986	1	35864825	35883489	0.9999961	1.55e-06	2.35e-06
21	35910000	35960000	NA06986	1	35943159	35959909	0.99999437	8.9e-07	4.74e-06
21	35910000	35960000	NA06986	2	35918080	35939038	0.99999956	1.3e-07	3.1e-07
21	36110000	36160000	NA06986	2	36115854	36130326	0.9999658	1.786e-05	1.635e-05
21	36660000	36710000	NA06986	2	36691824	36704830	0.99977069	6.919e-05	0.00016012
21	36800000	36850000	NA06986	1	36815089	36833930	0.99998655	6.53e-06	6.93e-06
21	36810000	36860000	NA06986	2	36811816	36835576	0.99998995	6.1e-06	3.95e-06
21	37050000	37100000	NA06986	2	37052768	37073281	0.99999948	1.7e-07	3.5e-07
21	37260000	37310000	NA06986	2	37267472	37290378	0.99999002	2.46e-06	7.52e-06
21	37340000	37390000	NA06986	1	37363802	37380337	0.99999915	2.3e-07	6.2e-07
21	37550000	37600000	NA06986	1	37582248	37596647	0.99999504	2.14e-06	2.82e-06
21	37560000	37610000	NA06986	1	37582248	37604976	0.99999712	1.25e-06	1.63e-06
21	37580000	37630000	NA06986	2	37604691	37616935	0.99999045	5.23e-06	4.31e-06
21	37590000	37640000	NA06986	1	37596647	37611563	0.99999852	6.2e-07	8.6e-07
21	38090000	38140000	NA06986	1	38114332	38136200	0.99999919	2.5e-07	5.5e-07
21	38090000	38140000	NA06986	2	38109994	38127626	0.99999799	6e-07	1.41e-06
21	38100000	38150000	NA06986	1	38114332	38136200	0.99999919	2.5e-07	5.5e-07
21	38100000	38150000	NA06986	2	38109994	38127626	0.99999799	6e-07	1.41e-06
21	38680000	38730000	NA06986	1	38712209	38728913	0.99999888	4.2e-07	7e-07
21	38680000	38730000	NA06986	2	38715699	38729691	0.99987088	6.283e-05	6.628e-05
21	38830000	38880000	NA06986	1	38834051	38851068	0.99999925	2.1e-07	5.5e-07
21	38830000	38880000	NA06986	2	38858938	38879755	0.99998543	3.04e-06	1.153e-05
21	38840000	38890000	NA06986	2	38858938	38879755	0.99998543	3.04e-06	1.153e-05
21	39130000	39180000	NA06986	2	39135487	39153273	0.99999908	2.7e-07	6.5e-07
21	39170000	39220000	NA06986	2	39208744	39219379	0.99999753	4.2e-07	2.06e-06
21	39180000	39230000	NA06986	1	39181778	39202393	0.99999785	5e-07	1.65e-06
21	39180000	39230000	NA06986	2	39208744	39223511	0.99999877	2.9e-07	9.4e-07
21	39190000	39240000	NA06986	2	39208744	39223511	0.99999877	2.9e-07	9.4e-07
21	39200000	39250000	NA06986	2	39208744	39223511	0.99999877	2.9e-07	9.4e-07
21	39220000	39270000	NA06986	1	39246470	39268094	0.99999633	1.31e-06	2.36e-06
21	39750000	39800000	NA06986	2	39762883	39776485	0.99998991	3.28e-06	6.81e-06
21	39850000	39900000	NA06986	1	39881848	39899477	0.99999796	5.2e-07	1.52e-06
21	39860000	39910000	NA06986	1	39881848	39902512	0.99999807	5.8e-07	1.35e-06
21	39870000	39920000	NA06986	1	39881848	39902512	0.99999807	5.8e-07	1.35e-06
21	40800000	40850000	NA06986	2	40823860	40843564	0.99999648	8.5e-07	2.68e-06
21	40890000	40940000	NA06986	2	40893224	40911067	0.99999905	3.5e-07	6e-07
21	41220000	41270000	NA06986	1	41248278	41261461	0.99999553	1.53e-06	2.94e-06
21	41230000	41280000	NA06986	1	41248278	41261461	0.99999553	1.53e-06	2.94e-06
21	41240000	41290000	NA06986	1	41248278	41261461	0.99999553	1.53e-06	2.94e-06
21	41510000	41560000	NA06986	1	41510218	41531047	0.9999994	1.6e-07	4.3e-07
21	42360000	42410000	NA06986	1	42391957	42409548	0.99999056	3.03e-06	6.41e-06
21	42360000	42410000	NA06986	2	42381141	42401808	0.99999882	4.1e-07	7.7e-07
21	42370000	42420000	NA06986	2	42381141	42401808	0.99999882	4.1e-07	7.7e-07
21	42600000	42650000	NA06986	1	42600189	42612426	0.99999467	1.18e-06	4.15e-06
21	42890000	42940000	NA06986	1	42902457	42920122	0.99999903	2.9e-07	6.8e-07
21	43040000	43090000	NA06986	1	43049443	43064230	0.99999937	1.9e-07	4.4e-07
21	43140000	43190000	NA06986	2	43169045	43188023	0.99999768	7.3e-07	1.59e-06
21	43170000	43220000	NA06986	1	43203816	43214741	0.99991202	2.526e-05	6.272e-05
21	43250000	43300000	NA06986	2	43262507	43274653	0.99999259	1.25e-06	6.16e-06
21	43260000	43310000	NA06986	2	43262507	43274653	0.99999259	1.25e-06	6.16e-06
21	43300000	43350000	NA06986	2	43330545	43347556	0.99999914	2e-07	6.6e-07
21	43470000	43520000	NA06986	1	43495943	43512432	0.99999833	4.7e-07	1.2e-06
21	43500000	43550000	NA06986	1	43512432	43525094	0.99999922	2.3e-07	5.5e-07
21	43560000	43610000	NA06986	2	43562393	43578382	0.99999868	2.9e-07	1.02e-06
21	43690000	43740000	NA06986	1	43710839	43732425	0.99999799	6.7e-07	1.33e-06
21	43700000	43750000	NA06986	1	43710839	43732425	0.99999799	6.7e-07	1.33e-06
21	43710000	43760000	NA06986	2	43712741	43727291	0.99663152	0.00253571	0.00083276
21	43870000	43920000	NA06986	1	43901777	43916339	0.999997	1.3e-06	1.7e-06
21	44010000	44060000	NA06986	1	44011832	44025311	0.99999775	3.6e-07	1.88e-06
21	44010000	44060000	NA06986	2	44046475	44058147	0.99999862	4.8e-07	9e-07
21	44030000	44080000	NA06986	1	44063280	44078520	0.9999982	7.1e-07	1.08e-06
21	44030000	44080000	NA06986	2	44046475	44060047	0.99999848	5e-07	1.02e-06
21	44040000	44090000	NA06986	1	44063280	44078520	0.9999982	7.1e-07	1.08e-06
21	44040000	44090000	NA06986	2	44046475	44060047	0.99999848	5e-07	1.02e-06
21	44070000	44120000	NA06986	2	44103207	44118611	0.99999729	8.6e-07	1.85e-06
21	44320000	44370000	NA06986	1	44351951	44362858	0.99999703	1.03e-06	1.93e-06
21	44600000	44650000	NA06986	2	44614253	44632129	0.99999	3.05e-06	6.96e-06
21	44610000	44660000	NA06986	2	44614253	44632129	0.99999	3.05e-06	6.96e-06
21	44620000	44670000	NA06986	2	44620141	44632129	0.99998947	2.78e-06	7.75e-06
21	44930000	44980000	NA06986	2	44939702	44959234	0.99999834	6.6e-07	1e-06
21	45920000	45970000	NA06986	2	45937325	45957125	0.99999933	1.9e-07	4.8e-07
21	45930000	45980000	NA06986	2	45937325	45957125	0.99999933	1.9e-07	4.8e-07
21	46340000	46390000	NA06986	2	46375742	46389017	0.9999995	1.4e-07	3.6e-07
21	46790000	46840000	NA06986	1	46791278	46804297	0.99999867	2.9e-07	1.03e-06
21	47110000	47160000	NA06986	1	47138165	47158921	0.99998788	2.33e-06	9.8e-06
21	47460000	47510000	NA06986	1	47497510	47508692	0.99999825	4.7e-07	1.28e-06
21	47920000	47970000	NA06986	1	47952364	47962836	0.99999813	6.7e-07	1.2e-06
21	47930000	47980000	NA06986	1	47952364	47962836	0.99999813	6.7e-07	1.2e-06
21	47940000	47990000	NA06986	1	47952364	47962836	0.99999813	6.7e-07	1.2e-06
21	47970000	48020000	NA06986	1	47993127	48014644	0.99999943	1.5e-07	4.2e-07
21	48040000	48090000	NA06986	1	48055340	48075334	0.99999342	2.28e-06	4.29e-06
21	48050000	48100000	NA06986	1	48055340	48075334	0.99999342	2.28e-06	4.29e-06
21	48070000	48120000	NA06986	2	48082324	48106311	0.99999833	3e-07	1.37e-06
21	48080000	48130000	NA06986	2	48082324	48106311	0.99999833	3e-07	1.37e-06
21	15370000	15420000	NA06989	1	15379303	15394718	0.99999961	1e-07	2.9e-07
21	16460000	16510000	NA06989	1	16460244	16477025	0.99999672	8.2e-07	2.45e-06
21	16590000	16640000	NA06989	2	16596350	16611303	0.99999859	4.5e-07	9.6e-07
21	17590000	17640000	NA06989	2	17610852	17624130	0.99999773	4e-07	1.88e-06
21	17750000	17800000	NA06989	1	17772986	17785312	0.99999932	1.5e-07	5.3e-07
21	17760000	17810000	NA06989	1	17772986	17785312	0.99999932	1.5e-07	5.3e-07
21	18140000	18190000	NA06989	1	18140670	18156351	0.9999913	3.06e-06	5.64e-06
21	18260000	18310000	NA06989	1	18260519	18274613	0.9999992	2.1e-07	5.9e-07
21	18690000	18740000	NA06989	2	18727239	18739946	0.99999755	9.1e-07	1.54e-06
21	18770000	18820000	NA06989	1	18783630	18795391	0.99999796	2.8e-07	1.76e-06
21	18800000	18850000	NA06989	1	18821964	18842597	0.99999846	2.7e-07	1.26e-06
21	18810000	18860000	NA06989	1	18821964	18842597	0.99999846	2.7e-07	1.26e-06
21	18810000	18860000	NA06989	2	18812061	18824403	0.99999948	1.2e-07	4e-07
21	19340000	19390000	NA06989	1	19340003	19357631	0.99999855	2.3e-07	1.22e-06
21	19390000	19440000	NA06989	1	19406981	19430935	0.99999837	3.6e-07	1.27e-06
21	19390000	19440000	NA06989	2	19425333	19437107	0.99999898	2.7e-07	7.5e-07
21	19400000	19450000	NA06989	1	19406981	19430935	0.99999837	3.6e-07	1.27e-06
21	19660000	19710000	NA06989	1	19665104	19681661	0.99999529	6.5e-07	4.06e-06
21	19790000	19840000	NA06989	2	19802401	19818184	0.99999769	8.6e-07	1.45e-06
21	19800000	19850000	NA06989	2	19802401	19818184	0.99999769	8.6e-07	1.45e-06
21	20310000	20360000	NA06989	1	20342733	20354082	0.99999471	2.22e-06	3.07e-06
21	21220000	21270000	NA06989	2	21255398	21268293	0.99999841	4.7e-07	1.12e-06
21	21300000	21350000	NA06989	1	21301975	21314022	0.99999879	3.8e-07	8.3e-07
21	21490000	21540000	NA06989	2	21496176	21506413	0.99999848	3.7e-07	1.15e-06
21	21510000	21560000	NA06989	2	21543623	21559184	0.99999796	5e-07	1.54e-06
21	21730000	21780000	NA06989	2	21735039	21756923	0.99999868	4e-07	9.2e-07
21	21750000	21800000	NA06989	1	21769311	21792163	0.99999831	6e-07	1.09e-06
21	21760000	21810000	NA06989	1	21769311	21792163	0.99999831	6e-07	1.09e-06
21	22230000	22280000	NA06989	2	22260204	22278760	0.99999701	8.9e-07	2.11e-06
21	22250000	22300000	NA06989	1	22259255	22270748	0.99999811	5.9e-07	1.3e-06
21	22260000	22310000	NA06989	1	22260452	22270748	0.9999978	6.4e-07	1.55e-06
21	22560000	22610000	NA06989	1	22591756	22608321	0.99999648	1.17e-06	2.35e-06
21	22690000	22740000	NA06989	1	22699498	22715002	0.99999919	2.4e-07	5.7e-07
21	22980000	23030000	NA06989	2	23009768	23027205	0.99999872	2.6e-07	1.02e-06
21	22990000	23040000	NA06989	2	23009768	23027205	0.99999872	2.6e-07	1.02e-06
21	23300000	23350000	NA06989	2	23326074	23342951	0.99999933	2.3e-07	4.3e-07
21	23530000	23580000	NA06989	2	23563967	23579753	0.99999808	5.7e-07	1.36e-06
21	23820000	23870000	NA06989	1	23845818	23866455	0.99999818	7.4e-07	1.08e-06
21	23830000	23880000	NA06989	2	23846204	23865835	0.99999915	2.1e-07	6.5e-07
21	23840000	23890000	NA06989	2	23846204	23865835	0.99999915	2.1e-07	6.5e-07
21	23950000	24000000	NA06989	1	23973816	23988237	0.99999928	2.3e-07	4.9e-07
21	23960000	24010000	NA06989	1	23973816	23988237	0.99999928	2.3e-07	4.9e-07
21	23970000	24020000	NA06989	1	23973816	23988237	0.99999928	2.3e-07	4.9e-07
21	24620000	24670000	NA06989	1	24625712	24643581	0.99999225	2.62e-06	5.13e-06
21	24720000	24770000	NA06989	2	24720653	24741470	0.99999937	1.7e-07	4.7e-07
21	24810000	24860000	NA06989	1	24844388	24856522	0.99999059	2.83e-06	6.59e-06
21	24970000	25020000	NA06989	1	24991495	25002157	0.99999686	8.9e-07	2.24e-06
21	25020000	25070000	NA06989	2	25053918	25069439	0.99999942	1.6e-07	4.2e-07
21	25140000	25190000	NA06989	2	25141996	25155175	0.99999815	5.8e-07	1.27e-06
21	25380000	25430000	NA06989	2	25415008	25427081	0.9999994	1.4e-07	4.6e-07
21	25390000	25440000	NA06989	2	25415008	25427081	0.9999994	1.4e-07	4.6e-07
21	25400000	25450000	NA06989	2	25415008	25427081	0.9999994	1.4e-07	4.6e-07
21	25560000	25610000	NA06989	2	25594016	25604975	0.99999908	2.7e-07	6.5e-07
21	25590000	25640000	NA06989	1	25619021	25639488	0.99999935	2.2e-07	4.2e-07
21	25980000	26030000	NA06989	1	26007371	26025951	0.99999903	3.6e-07	6e-07
21	25990000	26040000	NA06989	1	26007371	26025951	0.99999903	3.6e-07	6e-07
21	25990000	26040000	NA06989	2	26008865	26028834	0.99999729	5.8e-07	2.13e-06
